Case_ID,PUBLISH DATE,PUBLISH TIME,AUTHOR,COMMENT,SOURCE,TYPE,SENTIMENT,COMMENT TYPE,AREAS AFFECTED
Weibo_M_3506,06/18/2015,2241,文化行者青年计划,"乐捐|给志愿者的平安保险】#给志愿者的平安保险# 捐赠即享儿童手绘答谢卡、语音答谢大片～～ 邀请您和您的员工一起来接力，为392位年轻的梦想远行志愿者投一份公益保险，让志愿者的远方更平安，让志愿服务的故事更精彩！http://t.cn/R2Hd8UK

乐捐

您的祝福将同步到微博空间(140字以内，还能输入140个字)
查看详情",Reader,Private Message,Neutral,G,Volunteering Activity
Weibo_M_3507,06/19/2015,2401,徐擎是独行侠,"转发微博
@中宏保险
【静夜心语】学会减法生活。人生需要平衡，幸福需要感受，如果索求太多，就会让心田长满杂草，遮住那些美好的事物。能够区分欲望和需要，摒弃那些“多余”的东西，是一种豁达，也是一种成熟。学会减法生活，不被物欲所驱逐，不被名利所左右，不让生活终日疲于奔命，不让健康跟不上忙碌的步伐。晚安！
转发 1
评论
3
6月18日 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3508,06/19/2015,123,徐擎是独行侠,"转发微博
@中宏保险
人们对保险的认识可以分为三重境界：一重境界是利己，二重境界是责任，三重境界是远见。基于利己购买保险的人很容易因利益的变化而放弃保险；基于责任购买保险的人对保险坚信不移；基于远见购买保险的人，视保险为生存智慧和人生哲学。
转发 1
评论
1
6月18日 17:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3509,06/19/2015,806,心安草GCH,"转发微博 @中宏保险
别忘了答应自己要做的事，别忘记自己想去的地方，不管那有多难有多远。早安！
转发 1
评论
13分钟前 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3510,06/19/2015,1110,hui-fly ,"转发微博





@中宏保险

有人觉得自己有社保，不必买商业险，差矣。人生有三大尴尬事，一是走早了，家人没钱；二是走晚了，自己没钱；三是住院了，到处借钱。人身保险能逐一解决：走早了，留钱留爱不留债；走晚了，拥有与生命等长的现金流；生病住院，让自己享有尊严。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3511,06/19/2015,1122,Manulife-Legoo_Chan ,"转发微博





@美通社资讯

【中宏保险启动基金代销业务】@中宏保险 日前宣布，正式获批成为国内首家获得证券投资基金代销业务资格的合资寿险公司。中宏保险将通过保险代理人渠道在上海启动泰达宏利基金销售业务，明年计划将该业务拓展至更多城市。中宏保险由加拿大宏利人寿和@中化集团 于1996年合资组建。O网页链接",Reader, @My Microblog,Neutral,G,Fund
Weibo_M_3512,06/19/2015,1347,"
徐擎是独行侠 ","转发微博





@中宏保险

别忘了答应自己要做的事，别忘记自己想去的地方，不管那有多难有多远。早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3513,06/19/2015,1347-1,"
徐擎是独行侠 ","转发微博





@中宏保险

【育儿】爸爸，别总说“你很忙”：父亲是孩子成长的路标，父教不仅关系孩子个性品质的形成、性别角色的正常发展，甚至影响孩子的智力和体格成长。所以爸爸在育儿中的作用是不可缺失的，即使再忙，做父亲的也请抽出点时间陪伴孩子，哪怕只是与孩子聊聊天，也能分享孩子的开心事为孩子排忧解难!",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3514,06/19/2015,2321,guoleijiang,"转发微博            @中宏保险
【静夜心语】当我们以积极的心态生活，就会发现许多美好的东西；而当我们以消极的心态生活，就会发现许多沮丧的东西；生活的快乐与烦恼，全在于你对生活的态度。乐观向上，好运不断；失落沉沦，厄运陪伴。逆境时，不妨换一个角度来思考，凡事多往好的方面想，因为，好的心态决定好的命运！晚安！
转发 1
评论
1
今天 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3515,06/20/2015,606,女王专属忘不孒,转发微博 @美通社资讯 【中宏保险启动基金代销业务】@中宏保险 日前宣布，正式获批成为国内首家获得证券投资基金代销业务资格的合资寿险公司。中宏保险将通过保险代理人渠道在上海启动泰达宏利基金销售业务，明年计划将该业务拓展至更多城市。中宏保险由加拿大宏利人寿和@中化集团 于1996年合资组建。O网页链接,Reader, @My Microblog,Neutral,G,Fund
Weibo_M_3516,06/20/2015,2204,劉小婕婕,"轉發微博
@中宏保险
【静夜心语】欲成大器者谨记以下四律：1、觉人之诈，不愤于言。2、受人之侮，不动于色。3、察人之过，不扬于他。4、施人之惠，不记于心。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3517,06/20/2015,2202,向日葵叶叶,"自省 @中宏保险

【静夜心语】欲成大器者谨记以下四律：1、觉人之诈，不愤于言。2、受人之侮，不动于色。3、察人之过，不扬于他。4、施人之惠，不记于心。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3518,06/21/2015,1814,淡淡的笑1277,转发微博@中宏保险【静夜心语】欲成大器者谨记以下四律：1、觉人之诈，不愤于言。2、受人之侮，不动于色。3、察人之过，不扬于他。4、施人之惠，不记于心。晚安！ ,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3519,06/21/2015,2203,雪红果子," @中宏保险
【静夜心语】如何让别人信任你：1.给自己的嘴巴安上一把锁，不要试图讲出全部的想法；2.少作承诺，并保证它们的信誉；3.永远不要错过赞赏和鼓励别人的机会；4.保持开放的心态。讨论但不要争论，即使不赞同，也不愤忿，这是内心成熟的标志；5.谨慎地对待别人的情感。晚安！
转发 1
评论
2
今天 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3520,06/22/2015,918,金融列兵,转发微博 @中宏保险 【如何睡觉最健康】1.每天睡眠时间不少于7小时，不多于9小时；2.睡前1小时喝1杯牛奶有助于安神和提高睡眠质量；3.不要在床上看书或看电视，以免影响床上习惯；4.尽量在晚间11点前睡觉，帮助身体代谢；5.尽量在7点前起床，这样有利于排出宿便；6.午睡最好不要超过30分钟。 ,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3521,06/22/2015,920,金融列兵,转发微博@中宏保险 【夏季吃苹果有什么禁忌】苹果被喻为水果之王，一年四季都受追捧。吃苹果既能减肥，又能帮助消化。且含有多种维生素、矿物质、糖类、脂肪等。它富含的糖类和钾盐塞，有清热止渴之功效，还能缓解精神疲劳。一般人群均可食用，但因苹果富含糖类和钾盐，冠心病、心肌梗塞、肾病、糖尿病人不宜多吃。,Reader, @My Microblog,Neutral,G,Health Information
Weibo_M_3522,06/22/2015,1530,"


-隋小胖- ", @阎宇婷 快存着，看我天天操这些心啊 @中宏保险 【育儿】如何让宝宝成为小爱因斯坦：1.学音乐。2.培养绘画感觉能力。3.干力所能及的家务。4.参加体育运动。5.听童话故事。6.训练空间识别能力。7.带孩子逛商场。8.手指训练。9.爬行和梳头。10.玩益智玩具。11.学外语。13.观看体育比赛。其实每个宝宝都是天才哦！ ,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3523,06/22/2015,1703,心安草GCH ,"转发微博 @中宏保险
【人寿保险的作用】①活着就是尊重生命；②就算病倒了也有尊严；③保险关心的不是你的死亡，而是你死亡的方式，这是金钱抓住人生弱点的又一个证明；④不管你相信不相信人寿保险，总是有人得到了受益；⑥人生最遗憾的事就是想买了，考虑好了保险公司不见得卖给你了；⑦明智之举，买足额尽快买。 ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3524,06/22/2015,1755,我爱邵小宝,"转发微博 @中宏保险
【人寿保险的作用】①活着就是尊重生命；②就算病倒了也有尊严；③保险关心的不是你的死亡，而是你死亡的方式，这是金钱抓住人生弱点的又一个证明；④不管你相信不相信人寿保险，总是有人得到了受益；⑥人生最遗憾的事就是想买了，考虑好了保险公司不见得卖给你了；⑦明智之举，买足额尽快买。 ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3525,06/22/2015,1844,关爱保险2840448721,"转发微博 @中宏保险
【人寿保险的作用】①活着就是尊重生命；②就算病倒了也有尊严；③保险关心的不是你的死亡，而是你死亡的方式，这是金钱抓住人生弱点的又一个证明；④不管你相信不相信人寿保险，总是有人得到了受益；⑥人生最遗憾的事就是想买了，考虑好了保险公司不见得卖给你了；⑦明智之举，买足额尽快买。 ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3526,06/22/2015,2201,我是神奇泡泡,"转发微博
@中宏保险
【人寿保险的作用】①活着就是尊重生命；②就算病倒了也有尊严；③保险关心的不是你的死亡，而是你死亡的方式，这是金钱抓住人生弱点的又一个证明；④不管你相信不相信人寿保险，总是有人得到了受益；⑥人生最遗憾的事就是想买了，考虑好了保险公司不见得卖给你了；⑦明智之举，买足额尽快买。
转发 4
评论
2
6月22日 17:02 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3527,06/22/2015,2256,徐擎是独行侠,"转发微博
@中宏保险
【静夜心语】心中无尘，心自安。烦恼由心生。同一桩事，想得少则无忧，想得多则是自寻烦恼；同一个问题，看到光明的一面则喜，看到灰暗的一面则忧。人生的苦乐，不在于碰到多少事情，而在于心里装着多少事情。简单一些，烦恼自然会少了一些。清空心里的阴霾，心净才能心静，心静才能舒心。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3528,06/23/2015,822,心安草GCH,转发微博@中宏保险 曾经的错，就让它错吧，留给岁月去冲刷；今天的路，仔细审视，好好把握。早安！,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3529,06/23/2015,937,幸福小米女 ,"转发微博





@中宏保险

人们对保险的认识可以分为三重境界：一重境界是利己，二重境界是责任，三重境界是远见。基于利己购买保险的人很容易因利益的变化而放弃保险；基于责任购买保险的人对保险坚信不移；基于远见购买保险的人，视保险为生存智慧和人生哲学。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3530,06/23/2015,1116,博爱-晨 ,//@中宏保险 你们公司是脑残吗？我父亲改过电话号码，但是由于听力问题无法自己解决，只能委托我来打你们公司的客服电话修改电话号码，我知道我父亲的身份证号码，家庭住址为什么不能解决？我一再和你们的客服人员强调我父亲是残疾人，根本不可能和你们电话沟通！你们为难一个残疾人有意思？,Reader, @My Microblog,Negative,G,Customer Service
Weibo_M_3531,06/23/2015,1117,博爱-晨 ,"你们公司是脑残吗？我父亲改过电话号码，但是由于听力问题无法自己解决，只能委托我来打你们公司的客服电话修改电话号码，我知道我父亲的身份证号码，家庭住址为什么不能解决？我一再和你们的客服人员强调我父亲是残疾人，根本不可能和你们电话沟通！你们为难一个残疾人有意思？




 评论我的微博：曾经的错，就让它错吧，留给岁月去冲刷；今天的路，仔细审视，好好把握。早安！",Reader,Received Comment,Negative,G,Customer Service
Weibo_M_3532,06/23/2015,1120,博爱-晨 ,"手机号码：13524956127 QQ邮箱:215823568@qq.com 刚刚漏打了邮箱两个字
",Reader,Private Message,Neutral,G,Contact Information
Weibo_M_3533,06/23/2015,1715,stuart1978,"转发微博 





@中宏保险

 不论你是否接受此事实，人寿保险的需要是一定存在的，关健在于你是否要去承担它。买人寿保险不是因为要出事，而是因为还有人要活，生活还需要收入，虽然我们不能代替一个人的丈夫，不能代替一个人爸爸，但是我们可以代替他的收入，所以当您接受人寿保险时，就是接受了一份保障，一份平安的承诺。 ",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3534,06/23/2015,1941,心安草GCH ,"转发微博





@中宏保险

不论你是否接受此事实，人寿保险的需要是一定存在的，关健在于你是否要去承担它。买人寿保险不是因为要出事，而是因为还有人要活，生活还需要收入，虽然我们不能代替一个人的丈夫，不能代替一个人爸爸，但是我们可以代替他的收入，所以当您接受人寿保险时，就是接受了一份保障，一份平安的承诺。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3535,06/23/2015,2235,May爱的责任,"转发微博
@中宏保险
【静夜心语】人生若茶,有起伏才有淡定。那些未经风雨的人,就像温水沏的茶叶,只在生活表面漂浮,根本浸泡不出生命的芳香；而那些栉风沐雨的人，如被沸水冲泡的好茶，在沧桑岁月里几度沉浮，才有那沁人的清香。顺境使人懈怠，逆境使人成长。不要抱怨生活，放下浮躁的心境，淡定从容，随遇而安。晚安！
转发 1
评论
1
6月23日 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3536,06/24/2015,155,浪子世斌,"#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 [心]@西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车
 新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动
新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动

新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 为南疆孩子募集1000双鞋袜 捐一双鞋用爱心温暖小脚丫 新疆都市报记者 姜岚 都市报讯 每天上学的路上，需要爬几公里的山路；每天穿在脚上的鞋子，...
发布者：浪子世斌
马上阅读 1",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3537,06/24/2015,659,oToo洋,"回复@博爱-晨:不是为难！电话客服有他们的原则！这是保监会要求的，所有的保险公司都得这样遵守！您如果是打别的公司的客服，结果也是一样！但不一样的是，中宏的客户都有专职服务的营销员！您可以找到营销员上门帮您做变更！如果只是变更电话或者地址，您还可以通过网上我们的官方网站自助办理！希望可以帮到您！




 回复博爱-晨的评论：你们公司是脑残吗？我父亲改过电话号码，但是由于听力问题无法自己解决，只能委托我来打你们公司的客服电话修改电话号码，我知道我父亲的身份证号码，家庭住址为什么不能解决？我一再和你们的客服人员强调我父亲是残疾人，根本不可能和你们电话沟通！你们为难一个残疾人有意思？",Reader,Received Comment,Neutral,G,Customer Service
Weibo_M_3538,06/24/2015,708,吴氏矛盾,"转发微博
@中宏保险
【育儿】孩子最希望父母做的五件事：1.成绩考不好时，不骂我，而是在我身边帮我找出错的原因；2.不随便在别人面前说我不好、不乖；3.不要求我像谁一样学习，我有我的特点，不需要模仿别人；4.尊重我的看法，听完我的意见再说话；5.在我面前不吵架、不撒谎。--你有真正关心宝宝吗？",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3539,06/24/2015,708-1,吴氏矛盾,"[good]
 @中宏保险
不论你是否接受此事实，人寿保险的需要是一定存在的，关健在于你是否要去承担它。买人寿保险不是因为要出事，而是因为还有人要活，生活还需要收入，虽然我们不能代替一个人的丈夫，不能代替一个人爸爸，但是我们可以代替他的收入，所以当您接受人寿保险时，就是接受了一份保障，一份平安的承诺。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3540,06/24/2015,937,May爱的责任 ,"转发微博





@中宏保险

和向日葵一样，做个内心向阳的人， 不忧伤，不心急， 坚强，向上，靠近阳光。早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3541,06/24/2015,953,西爱赵林 ,"转发微博





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3542,06/24/2015,952,博爱-晨,"回复@oToo洋:我只是觉得你们的服务很差劲，1. 我昨天找的营销员到今天都没有联系我，2.我尝试过官网，结果 你们的官网我根本就无法注册 3. 如果不出意外的话，我明年应该不会续保


回复oToo洋的评论：回复@博爱-晨:不是为难！电话客服有他们的原则！这是保监会要求的，所有的保险公司都得这样遵守！您如果是打别的公司的客服，结果也是一样！但不一样的是，中宏的客户都有专职服务的营销员！您可以找到营销员上门帮您做变更！如果只是变更电话或者地址，您还可以通过网上我们的官方网站自助办理！希望可以帮到您！",Reader,Received Comment,Negative,G,Customer Service
Weibo_M_3543,06/24/2015,954,博爱-晨,"回复@oToo洋:哦，对了，我昨天联系营销员的时候，你们营销员也是对你们的客服震惊了，直接骂了句客服傻逼

 回复oToo洋的评论：回复@博爱-晨:不是为难！电话客服有他们的原则！这是保监会要求的，所有的保险公司都得这样遵守！您如果是打别的公司的客服，结果也是一样！但不一样的是，中宏的客户都有专职服务的营销员！您可以找到营销员上门帮您做变更！如果只是变更电话或者地址，您还可以通过网上我们的官方网站自助办理！希望可以帮到您！",Reader,Received Comment,Negative,G,Customer Service
Weibo_M_3544,06/24/2015,1028,浪子世斌 ,"爱心接力！ //@西爱赵林:转发微博





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3545,06/24/2015,1030,苏婴992 ,"//@浪子世斌:爱心接力！ //@西爱赵林:转发微博





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3546,06/24/2015,1101,俺叫老鬼 ,"爱心接力！





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3547,06/24/2015,1241,浪子世斌 ,"//@俺叫老鬼:爱心接力！





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3548,06/24/2015,1731,徐擎是独行侠 ,"转发微博 @中宏保险 

和向日葵一样，做个内心向阳的人， 不忧伤，不心急， 坚强，向上，靠近阳光。早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3549,06/24/2015,1731-1,徐擎是独行侠 ,"转发微博 @中宏保险 

不论你是否接受此事实，人寿保险的需要是一定存在的，关健在于你是否要去承担它。买人寿保险不是因为要出事，而是因为还有人要活，生活还需要收入，虽然我们不能代替一个人的丈夫，不能代替一个人爸爸，但是我们可以代替他的收入，所以当您接受人寿保险时，就是接受了一份保障，一份平安的承诺。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3550,06/24/2015,1731-2,徐擎是独行侠 ,"转发微博 @中宏保险 

【静夜心语】人生若茶,有起伏才有淡定。那些未经风雨的人,就像温水沏的茶叶,只在生活表面漂浮,根本浸泡不出生命的芳香；而那些栉风沐雨的人，如被沸水冲泡的好茶，在沧桑岁月里几度沉浮，才有那沁人的清香。顺境使人懈怠，逆境使人成长。不要抱怨生活，放下浮躁的心境，淡定从容，随遇而安。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3551,06/24/2015,1828,理财师zye,"转发微博 @中宏保险 

保险产品的选择须结合自身身体状况、工作条件、经济能力、生活习惯、投资偏好等特点。投保之前，应该了解自己及家庭面临的风险状况、实际保险需求以及缴费能力。例如，父母的保障应该比孩子更重要；年缴保费最好不要超过家庭年收入的10%；购买保障型产品要趁早，因为年纪越小，保费越便宜。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3552,06/24/2015,1846,luoping1929 ,"转发微博 @中宏保险 

保险产品的选择须结合自身身体状况、工作条件、经济能力、生活习惯、投资偏好等特点。投保之前，应该了解自己及家庭面临的风险状况、实际保险需求以及缴费能力。例如，父母的保障应该比孩子更重要；年缴保费最好不要超过家庭年收入的10%；购买保障型产品要趁早，因为年纪越小，保费越便宜。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3553,06/25/2015,1119,徐擎是独行侠 ,"转发微博





@中宏保险

【静夜心语】人生如同故事，重要的并不在于有多长，而是在于有多好。人生有阻碍；障碍本来无，只因自心起。无自尊心作祟，便能自然呈现；无得失心作怪，便可心平气和。消除瞋恨的方式，就是心怀感恩。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3554,06/25/2015,1119-1,徐擎是独行侠 ,"转发微博





@中宏保险

坚持把简单的事情做好就是不简单，坚持把平凡的事情做好就是不平凡。所谓成功，就是在平凡中做出不平凡的坚持。 早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3555,06/25/2015,1341,浪子世斌 ,"//@西爱赵林:转发微博





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3556,06/25/2015,1439,新疆微盟高鹏 ,"转发微博





@浪子世斌

#微博爱心团#O新疆都市报携手西部爱心公益社新疆站发起“小脚丫计划”公益活动 @西部爱心公益社 @新疆都市报 @新疆都市报姜岚 @罗夫永 @俺叫老鬼 @西爱赵林 @中宏保险 @帮帮爱心网 @王洋爱新疆 @欢乐的云端之上 @现代汽车",Reader, @My Microblog,Neutral,G,Charity Events
Weibo_M_3557,06/25/2015,1510,sunshine-yaya ,"转发微博





@中宏保险

【育儿】批评孩子的4条准则：1.批评孩子最好是单独进行，不要让孩子当众丢脸，不要伤害他幼小的心灵。2.批评的重点只对事不对人，不要过分强调孩子的过失，重点应放在如何改正上。3.父母批评孩子时态度要和善，切勿居高临下，咄咄逼人，使孩子产生反抗心理。4.批评孩子要给孩子申诉的机会。",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3558,06/25/2015,1801,朽木端 ,"转发微博 @中宏保险 

【人人都适用的4321理财法则】40%投资创富：比如投资股票、外汇、基金等有较高收益率的资产；30%衣食住行：每月基本不可缺少的生活费用；20%储蓄备用：通常存为活期存款；10%投保险：投保是一种长远的安排，是对日后生活的负责和保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3559,06/25/2015,1859,理财师zye,"转发微博 @中宏保险 

【人人都适用的4321理财法则】40%投资创富：比如投资股票、外汇、基金等有较高收益率的资产；30%衣食住行：每月基本不可缺少的生活费用；20%储蓄备用：通常存为活期存款；10%投保险：投保是一种长远的安排，是对日后生活的负责和保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3560,06/25/2015,2207,心安草GCH,"转发微博
@中宏保险
【静夜心语】8种心态轻松面对生活：1.戒躁，别轻易易发脾气。2.戒卑，别认为处处不及旁人。3.戒傲，别总是自鸣得意。4.戒妒，别妒忌别人，总希望别人栽跟头。5.戒愁，不要生活在忧虑中。6.戒慎，不要提心吊胆。7.戒悲，别让不幸的事常浮现。8.戒疑，别总以为别人暗算自己。晚安！
转发 1
评论
38分钟前 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3561,06/25/2015,2209,子墨馨尘,"转发微博
@中宏保险
【静夜心语】人生若茶,有起伏才有淡定。那些未经风雨的人,就像温水沏的茶叶,只在生活表面漂浮,根本浸泡不出生命的芳香；而那些栉风沐雨的人，如被沸水冲泡的好茶，在沧桑岁月里几度沉浮，才有那沁人的清香。顺境使人懈怠，逆境使人成长。不要抱怨生活，放下浮躁的心境，淡定从容，随遇而安。晚安！
转发 3
评论
3
6月23日 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3562,06/25/2015,2225,cninsure,"转发微博
@中宏保险
【人人都适用的4321理财法则】40%投资创富：比如投资股票、外汇、基金等有较高收益率的资产；30%衣食住行：每月基本不可缺少的生活费用；20%储蓄备用：通常存为活期存款；10%投保险：投保是一种长远的安排，是对日后生活的负责和保障。
转发 3
评论
今天 17:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3563,06/26/2015,825,心安草GCH,转发微博 @中宏保险 每个人都有自己的生活方式，过好你自己的人生，要学会用欣赏的目光来看待世界。早安！,Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3564,06/26/2015,1806,心安草GCH,"转发微博





@中宏保险 

【保险价值】对于中年人来说，保险可解后顾之忧，让你全力打拼事业。在市场经济中每个人都会面临失业的社会风险，此时若再遭逢意外、疾病等，可谓祸不单行。人们在面临发展机会的同时，也面临丢掉“饭碗”的险境，而人寿保险足以消除因失业、意外、疾病等可能带来的生活隐忧。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3565,06/26/2015,2124,格雷西-ZN ,"转发微博@中宏保险 

坚持把简单的事情做好就是不简单，坚持把平凡的事情做好就是不平凡。所谓成功，就是在平凡中做出不平凡的坚持。 早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3566,06/27/2015,124,徐擎是独行侠,"转发微博
@中宏保险
【静夜心语】8种心态轻松面对生活：1.戒躁，别轻易易发脾气。2.戒卑，别认为处处不及旁人。3.戒傲，别总是自鸣得意。4.戒妒，别妒忌别人，总希望别人栽跟头。5.戒愁，不要生活在忧虑中。6.戒慎，不要提心吊胆。7.戒悲，别让不幸的事常浮现。8.戒疑，别总以为别人暗算自己。晚安！
转发 2
评论
6月25日 21:59 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3567,06/27/2015,124-1,徐擎是独行侠,"转发微博
@中宏保险
【静夜心语】学会理解，因为只有理解别人，才会被别人理解；学会忍耐，因为事已成现实自己无法改变；学会宽容，因为人生在世谁能无过呢，人无完人；学会沉默，因为沉默是金；学会说不，学会观察，因为大千世界无奇不有，只有眼观其变，才能明辩是非。晚安！
转发 1
评论
2
6月26日 22:00 来自 皮皮时光机企业版",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3568,06/27/2015,940,徐擎是独行侠,"转发微博





@中宏保险 

每个人都有自己的生活方式，过好你自己的人生，要学会用欣赏的目光来看待世界。早安！",Reader, @My Microblog,Neutral,G,Life Comprehend
Weibo_M_3569,06/27/2015,1414,心安草GCH ,"转发微博





@中宏保险 

【人人都适用的4321理财法则】40%投资创富：比如投资股票、外汇、基金等有较高收益率的资产；30%衣食住行：每月基本不可缺少的生活费用；20%储蓄备用：通常存为活期存款；10%投保险：投保是一种长远的安排，是对日后生活的负责和保障。",Reader, @My Microblog,Neutral,G,Products/Service
Weibo_M_3570,06/27/2015,1928,金融列兵 ,"转发微博





@中宏保险 

【静夜心语】学会理解，因为只有理解别人，才会被别人理解；学会忍耐，因为事已成现实自己无法改变；学会宽容，因为人生在世谁能无过呢，人无完人；学会沉默，因为沉默是金；学会说不，学会观察，因为大千世界无奇不有，只有眼观其变，才能明辩是非。晚安！",Reader, @My Microblog,Neutral,G,Life Comprehend
